Scenario,Seed,Method,DetectionF1,GranularityMacroF1,CleanFPR,PrecisionEntry,RecallEntry,F1Entry,PrecisionBlock,RecallBlock,F1Block,PrecisionSlice,RecallSlice,F1Slice
ES,20270029,FullHCL,0.992167945094873,0.988351753200286,0.00278607536764706,0.954764495569719,0.999674479166667,0.976703506400572,0,NaN,0,1,1,1
BS,20270030,DirectFlat,0.998217468805704,0,0.000895765472312704,0,NaN,0,0,0,0,NaN,0,0
BS,20270030,CalibratedFlat,0.998217468805704,0.999898822291473,0.000895765472312704,0,NaN,0,0.999595371044752,1,0.999797644582946,1,1,1
BS,20270030,FullHCL,0.998217468805704,0.991959695661115,0.000895765472312704,0,NaN,0,0.999916408927527,0.968426165803109,0.983919391322229,1,1,1
EB,20270030,DirectFlat,0.989811391024447,0.24468339307049,0.00367294487705704,0.323948117684277,1,0.48936678614098,0,0,0,NaN,NaN,NaN
EB,20270030,CalibratedFlat,0.989811391024447,0.971564935123163,0.00367294487705704,0.946374259644629,0.962239583333333,0.954240981357437,0.978021978021978,1,0.988888888888889,NaN,NaN,NaN
EB,20270030,FullHCL,0.989811391024447,0.959391488454214,0.00367294487705704,0.903469079939668,0.974934895833333,0.937842492563019,0.985028728655823,0.976886035313002,0.980940484345408,NaN,NaN,NaN
EBS,20270030,DirectFlat,0.999561652731553,0.110843503910373,0.0002931723419041,0.199422246746081,1,0.332530511731118,0,0,0,NaN,0,0
EBS,20270030,CalibratedFlat,0.999561652731553,0.986956291232633,0.0002931723419041,0.995740330550349,0.951171875,0.97294597519354,0.976134028765608,1,0.987922898504359,1,1,1
EBS,20270030,FullHCL,0.999561652731553,0.978641085181557,0.0002931723419041,0.945212005717008,0.96875,0.956836267181095,0.984132177327008,0.974093264248705,0.979086988363577,1,1,1
ES,20270030,DirectFlat,0.993237235619022,0.247472509767592,0.00240310968137255,0.32885510892255,1,0.494945019535183,NaN,NaN,NaN,NaN,0,0
ES,20270030,CalibratedFlat,0.993237235619022,0.989543422733078,0.00240310968137255,0.960682957393484,0.998209635416667,0.979086845466156,0,NaN,0,1,1,1
ES,20270030,FullHCL,0.993237235619022,0.989909866794289,0.00240310968137255,0.960738307523854,0.999674479166667,0.979819733588578,0,NaN,0,1,1,1
